course_id,title,level,length,timeslot,group,description,exam_type,pass_pct,median,mean
NFYK15008U - SCIENCE,Earth and Climate Physics,Master,ECTS: 7.5,Block(s): 1,Group(s): B,"The purpose of the course is to provide an overview of the Earth and its climate system and the underlying physical processes, and to develop simple numerical models of phenomena related to the Earth ...","Assignment
Oral (30m)",Pass 100%,Median 12,Average 10.97
NIGK15005U - SCIENCE,Ecological Modelling,Master,ECTS: 7.5,Block(s): 4,Group(s): B,"The course teaches basic knowledge of ecological modelling, with a focus on the representation of processes in ecosystems and their interaction with the environment. It addresses how numerical models ...","Assignment
Oral (20m)",Pass 100%,Median 10,Average 9.85
NIGK13008U - SCIENCE,Ecology and Ecosystems Science in relation to Environmental Economics,Master,ECTS: 15,Block(s): 1-2,Group(s): A,"This course provides students of environmental and natural resource economics with advanced knowledge on natural and environmental sciences as basis for economic valuation of ecosystem services, and d...",Oral (25m),Pass 93.62%,Median 10,Average 8.62
NDAB24008U - SCIENCE,Econometrics B (ØkB),Bachelor,ECTS: 7.5,Block(s): 3,Group(s): B,Econometrics B covers a number of statistical models relevant for empirical economic analysis as well as mathematical methods for analyzing them. The course gives an account of classical principles fo...,Oral (20m),Pass 70.37%,Median 4,Average 4.76
NIFK16001U - SCIENCE,Economic Efficiency and Benchmarking,Master,ECTS: 7.5,Block(s): 2,Group(s): A,"Assessing the efficiency of resource utilization is important, as this is the first step in subsequently improving the performance. This is relevant in both the private sector, due to the intensity of...",Oral (30m),Pass 89.47%,Median 7,Average 6
LOJK10248U - SCIENCE,Economic Valuation Methods and Cost-Benefit Analysis,Master,ECTS: 7.5,Block(s): 3,Group(s): A,"Cost-Benefit Analysis (CBA) provides a framework for analysing the desirability of new policies and projects in welfare economic terms, as well as assessing tradeoffs made in decision making at all le...",Oral (20m),Pass 89.74%,Median 7,Average 7.62
NIGK13007U - SCIENCE,Ecosystem Services from Forests and Nature,Master,ECTS: 7.5,Block(s): 2,Group(s): A,"The course explores the variety of ecosystem services (ES) provided by forest, semi-natural, and agricultural land uses. The key idea behind the course is to give the student hands-on experiences with...",Oral (25m),Pass 100%,Median 8.5,Average 8.5
NIGK17013U - SCIENCE,"Ecosystems, Climate and Climate Change",Master,ECTS: 7.5,Block(s): 1,Group(s): B,"The focus of the course is on the relations between terrestrial ecosystems and global climate systems. Seen in a historical and present perspective as well as on a temporal and spatial scale, the inte...","Assignment (7d)
Oral (20m)",Pass 95.24%,Median 7,Average 7.24
NNEK24010U - SCIENCE,Eksperimentel fysiologi,Master,ECTS: 15,Block(s): 1-2,Group(s): A,"Kursets formål er at give den studerende detaljeret indsigt i metoder og teknologier til at belyse humanfysiologiske problemstillinger. Gennem kurset opnår den studerende indsigt i humanforskning, her...",Continuous Assesment,Pass 100%,Median 10,Average 8.75
NKEB14006U - SCIENCE,Eksperimentel fysisk kemi (FysKem2),Bachelor,ECTS: 7.5,Block(s): 2,Group(s): B,"Hovedsagligt eksperimentelt kursus i fysisk kemi med hovedvægten på de emner som er blevet gennemgået i TermoKin: termodynamik, kemisk ligevægt, transportligninger for gasser og væsker, kemisk kinetik...","Written (2h)
Assignment",Pass 100%,Median 8.5,Average 8.61
NPLB14022U - SCIENCE,Eksperimentelle jordbundsundersøgelser,Bachelor,ECTS: 7.5,"Block(s): 1, 3",Group(s): A,Kurset er bygget op omkring udførelse af en række eksperimentelle øvelser i laboratoriet (”hands on”) samt bearbejdning og rapportering af egne måleresultater. Det er således en eksperimentelt baseret...,Oral (20m),Pass 100%,Median 10,Average 8.05
NKEB10001U - SCIENCE,Eksperimentelt kursus i almen kemi (EksAlmKem),Bachelor,ECTS: 7.5,Block(s): 1,Group(s): A,"Eksperimentelle øvelser i kemi i vandige øpløsninger, stofidentifikation og rotationsøvelser i kinetik, ekstraktion, kromatografi , indledende sikkerhedskursus",Continuous Assesment,Pass 100%,Median N/A,Average N/A
NFYB10005U - SCIENCE,Elektrodynamik og bølger (EM2),Bachelor,ECTS: 7.5,Block(s): 2,Group(s): A,"Kurset bygger videre på Elektromagnetisme (EM1). Hvor EM1 primært gik ud på at opstille de grundlæggende naturlove, og anvende dem på statiske situationer, vil vi i EM2 fokusere på elektrodynamikken, ...","Written (4h)
Continuous Assesment",Pass 85.47%,Median 7,Average 5.85
NFYB10023U - SCIENCE,Elektromagnetisme (EM1),Bachelor,ECTS: 7.5,Block(s): 1,Group(s): B,Kurset giver en indføring i elektromagnetiske grundbegreber og afsluttes med introduktion af Maxwells ligninger. Kurset består af en teoretisk og en eksperimentel del. Den teoretiske del introducerer ...,"Written (4h)
Continuous Assesment",Pass 68.85%,Median 4,Average 3.94
NFYB24000U - SCIENCE,Elektromagnetisme og kredsløb,Bachelor,ECTS: 7.5,Block(s): 1,Group(s): A,"Formålet er at indføre elektromagnetismen, herunder den nødvendige matematik. Der lægges også vægt på forståelse af praktiske elektriske kredsløb. Ampere's lov, Introduktionsloven, Maxwell's forskydn...",Oral (20m),Pass 100%,Median 10,Average 9.28
NFYB23001U - SCIENCE,Elektrostatik og dataanalyse,Bachelor,ECTS: 7.5,Block(s): 4,Group(s): A,"Formålet med kurset er at introducere elektrostatikken som baggrund for forståelse af elektromagnetismen, herunder den nødvendige matematik. Der lægges også vægt på forståelse af praktiske elektriske ...",Written (4h),Pass 95.24%,Median 10,Average 9.24
NFYA04036U - SCIENCE,Elementary Particle Physics,Master,ECTS: 7.5,Block(s): 1,Group(s): A,"The purpose of this course is to give the student an understanding of relativistic quantum field theory. A general introduction to Quantum Field Theory will be given, with an aim towards applications:...","Continuous Assesment
Assignment (8h)",Pass 84.62%,Median 7,Average 6.69
NMAK16007U - SCIENCE,Elliptic Curves,Master,ECTS: 7.5,Block(s): 3,Group(s): B,"The aim of this course is to discover the beautiful theory of elliptic curves. Elliptic curves are objects at the crossroads between geometry, analysis, algebra and number theory. They constitute one ...","Continuous Assesment
Written (3h)",Pass 100%,Median 10,Average 8.65
NDAK25001U - SCIENCE,Empirical Research Methods in Computer Science (ERMCS),Master,ECTS: 7.5,Block(s): 1,Group(s): C,This course teaches students to design and evaluate empirical research in computer science. Students will acquire knowledge of central ideas about research quality and an understanding of how research...,Continuous Assesment,Pass N/A,Median N/A,Average N/A
NIFB17001U - SCIENCE,Empirisk metode i samfundsvidenskaben,Bachelor,ECTS: 7.5,Block(s): 2,Group(s): C,Dette kursus introducerer de studerende til ikke-økonometriske samfundsvidenskabelige metoder. Kurset omfatter kvalitative metoder og kvantitativ metode. Der vil være fokus på udvikling af dataindsaml...,ITX (4h),Pass 100%,Median 7,Average 8.03
NIGK13005U - SCIENCE,Energy Systems and Climate Mitigation,Master,ECTS: 7.5,Block(s): 4,Group(s): B,"The purpose of the course is to provide the student a fundamental understanding of energy systems, the associated energy technologies and their climate impact. Special emphasis will be given to renewa...",Assignment,Pass 97.3%,Median 10,Average 7.89
NNMB15000U - SCIENCE,Entomologi,Bachelor,ECTS: 7.5,Block(s): 3,Group(s): B,Kendskab til biodiversitet og formidling af betydningen af bevarelsen af denne er en vigtig opgave for mange biologer. Landleddyr er en uomgængelig del af denne diversitet; Arthropoda udgør mere end 8...,Oral (30m),Pass 100%,Median 10,Average 9.96
NIFK14026U - SCIENCE,Entrepreneurship and Innovation,Master,ECTS: 7.5,"Block(s): 1, 4",Group(s): C,A growing need for innovative solutions and start-ups has broadened the need for knowledge about entrepreneurship and innovation management from a mere business school agenda to be required competenci...,Oral (20m),Pass 100%,Median 10,Average 8.82
NIGK23004U - SCIENCE,"Environment, Society and Development in the Global South",Master,ECTS: 7.5,Block(s): 1,Group(s): C,"This course teaches state-of the art research within the field environment, society, and development with a specific focus on understanding theoretical approaches to development geography and coupled ...","Assignment
Oral (20m)",Pass 92.31%,Median 7,Average 6.92
NIFK15005U - SCIENCE,Environmental and Human Health Risk Assessment of Chemicals,Master,ECTS: 7.5,Block(s): 4,Group(s): A,The purpose of the course is to provide students with an in-depth knowledge of the current risk assessment procedures for chemicals within the European Union.The course will give a general introductio...,Assignment,Pass 100%,Median 7,Average 6.8
NIFB14004U - SCIENCE,Environmental and Natural Resource Economics,Bachelor,ECTS: 7.5,Block(s): 3,Group(s): C,This course is an intermediate level course intended to provide students with a comprehensive introduction to environmental and natural resource economics. It is assumed that students have a good grou...,ITX (4h),Pass 90%,Median 7,Average 6.2
LNAK10010U - SCIENCE,Environmental Impact Assessment,Master,ECTS: 7.5,Block(s): 4,Group(s): C,The aim of the course is to introduce the components and structure of an Environmental Impact Assessment (EIA) as well as discuss how national guidelines and requirements for EIAs influence the outcom...,Oral (20m),Pass 97.56%,Median 10,Average 9.93
NIFK17004U - SCIENCE,Environmental Justice,Master,ECTS: 7.5,Block(s): 2,Group(s): A,"Across the Globe, people rise up and protest against social injustices and environmental threats. They protest when confronted with environmental ‘bads’ such as polluted or degraded local environments...",Assignment (8h),Pass 100%,Median 10,Average 9.29
NIFK25001U - SCIENCE,Environmental Policy Integration,Master,ECTS: 7.5,Block(s): 3,Group(s): C,Environmental Policy Integration [EPI] is usually defined as the incorporation of environmental policy instruments and objectives in sectoral policies outside the traditional environmental policy doma...,Oral (30m),Pass N/A,Median N/A,Average N/A
NIFK24003U - SCIENCE,"Environmental Sociology, Climate, and Green Transition",Master,ECTS: 7.5,Block(s): 1,Group(s): A,"This course introduces students to the key insights, concepts, and debates of environmental sociology, with a particular emphasis on climate change, biodiversity, and other major ecological risks at s...",Assignment,Pass 97.56%,Median 7,Average 7.49
NIGK17016U - SCIENCE,Environmental Soil Science,Master,ECTS: 7.5,Block(s): 2,Group(s): A,This competence-line course teaches state-of the art research within the field of environmental soil science.The main topic for the course is: Soil functional and structural responses in relation to e...,"Assignment
Oral (20m)",Pass 93.33%,Median 10,Average 8.07
NPLK19004U - SCIENCE,Enzymology and Experimental Biochemistry,Master,ECTS: 7.5,Block(s): 2,Group(s): A,"The course comprises the theoretical and experimental work on enzymes, proteins and peptides in biological matrices. Identification of new industrial enzymes can be based on search for a specific enzy...",Oral (20m),Pass 100%,Median 12,Average 10.11
NBIK15010U - SCIENCE,Epigenetics and Cell Differentiation,Master,ECTS: 7.5,Block(s): 2,Group(s): B,"The course does not use a textbook, but rather a selection of articles from the primary literature. Three articles are prepared each week and discussed in groups of ~16 students supervised by one teac...","ITX (4h)
Assignment",Pass 100%,Median 10,Average 9
NGEA04051U - SCIENCE,Etablering af digitale grundkort,Bachelor,ECTS: 7.5,Block(s): 4,Group(s): A,"Kurset giver en teoretisk og praktisk indføring i  metoder til etablering af digitale grundkort. Dette omfatter:etablering af en referenceramme, kortprojektion og koordinatsystemopmåling med GNSS-udst...","Assignment
Oral (20m)",Pass 100%,Median 10,Average 10
NIFK16002U - SCIENCE,"Ethics, Environment and Society",Master,ECTS: 7.5,Block(s): 1,Group(s): C,"Arguing for the preservation of biodiversity or promoting sustainable development evidently builds on insights from biology and maybe economics, but it is at the core a value-based argument. Environme...",Oral (20m),Pass 86.36%,Median 7,Average 6.88
NIFB14005U - SCIENCE,"EU Law - Environment, Agriculture &amp; Food",Bachelor,ECTS: 7.5,Block(s): 3,Group(s): C,"This course is aimed at non-law students with an interest in the role of the EU in relation to environment, agriculture and/or food. The course provides an introduction to basic EU law. This includes ...",Oral (20m),Pass 97.73%,Median 7,Average 8.07
NIFK25000U - SCIENCE,European Environmental Economics and Policy in Practice,Master,ECTS: 7.5,Block(s): 4,Group(s): C,European Environmental Economics and Policy in Practice is a compulsory and foundational course in the Erasmus Mundus Joint Masters programme in European Environmental Economics and Policy (M3EP). and...,Oral (15m),Pass N/A,Median N/A,Average N/A
NNDM24002U - SCIENCE,Evaluering og feedback,Master,ECTS: 10,Block(s): 3-4,Group(s): A,Kurset er organiseret i forskellige temaer. Hvert tema berører en overordnet feedback- og evalueringsform samt teoretiske problemstillinger og begreber. Eksempler på feedback- og evalueringsformer der...,Oral (30m),Pass 100%,Median 12,Average 10
LLEK10249U - SCIENCE,"Evidence, Diet and Health",Master,ECTS: 7.5,Block(s): 1,Group(s): A,"The focus of the course is how to assess available evidence for a causal relationship between lifestyle factors and diseases with a main focus on diets, foods, macronutrients and non-communicable dise...",Assignment (2d),Pass 100%,Median 7,Average 7.7
NBIK14021U - SCIENCE,Evolutionary Ecology,Master,ECTS: 7.5,Block(s): 1,Group(s): B,Mating systems and sexual selection; decision making and the evolution of communication; life histories in animals and microbes; life history traits: genetic variation and phenotypic plasticity; mutua...,"ITX (2h)
Assignment",Pass 100%,Median 10,Average 8.33
