course_id,title,level,length,timeslot,group,description,exam_type,pass_pct,median,mean,fail_pct
NMAK16007U - SCIENCE,Elliptic Curves,Master, 7.5,3, B,"The aim of this course is to discover the beautiful theory of elliptic curves. Elliptic curves are objects at the crossroads between geometry, analysis, algebra and number theory. They constitute one ...","Continuous Assesment
Written (3h)",Pass 100%, 10, 8.65,0.0
NIFB17001U - SCIENCE,Empirisk metode i samfundsvidenskaben,Bachelor, 7.5,2, C,Dette kursus introducerer de studerende til ikke-økonometriske samfundsvidenskabelige metoder. Kurset omfatter kvalitative metoder og kvantitativ metode. Der vil være fokus på udvikling af dataindsaml...,ITX (4h),Pass 100%, 7, 8.03,0.0
NIGK13005U - SCIENCE,Energy Systems and Climate Mitigation,Master, 7.5,4, B,"The purpose of the course is to provide the student a fundamental understanding of energy systems, the associated energy technologies and their climate impact. Special emphasis will be given to renewa...",Assignment,Pass 97.3%, 10, 7.89,2.700000000000003
NNMB15000U - SCIENCE,Entomologi,Bachelor, 7.5,3, B,Kendskab til biodiversitet og formidling af betydningen af bevarelsen af denne er en vigtig opgave for mange biologer. Landleddyr er en uomgængelig del af denne diversitet; Arthropoda udgør mere end 8...,Oral (30m),Pass 100%, 10, 9.96,0.0
NIFK14026U - SCIENCE,Entrepreneurship and Innovation,Master, 7.5,"1, 4", C,A growing need for innovative solutions and start-ups has broadened the need for knowledge about entrepreneurship and innovation management from a mere business school agenda to be required competenci...,Oral (20m),Pass 100%, 10, 8.82,0.0
NIGK23004U - SCIENCE,"Environment, Society and Development in the Global South",Master, 7.5,1, C,"This course teaches state-of the art research within the field environment, society, and development with a specific focus on understanding theoretical approaches to development geography and coupled ...","Assignment
Oral (20m)",Pass 92.31%, 7, 6.92,7.689999999999998
NIFK15005U - SCIENCE,Environmental and Human Health Risk Assessment of Chemicals,Master, 7.5,4, A,The purpose of the course is to provide students with an in-depth knowledge of the current risk assessment procedures for chemicals within the European Union.The course will give a general introductio...,Assignment,Pass 100%, 7, 6.8,0.0
NIFB14004U - SCIENCE,Environmental and Natural Resource Economics,Bachelor, 7.5,3, C,This course is an intermediate level course intended to provide students with a comprehensive introduction to environmental and natural resource economics. It is assumed that students have a good grou...,ITX (4h),Pass 90%, 7, 6.2,10.0
LNAK10010U - SCIENCE,Environmental Impact Assessment,Master, 7.5,4, C,The aim of the course is to introduce the components and structure of an Environmental Impact Assessment (EIA) as well as discuss how national guidelines and requirements for EIAs influence the outcom...,Oral (20m),Pass 97.56%, 10, 9.93,2.4399999999999977
NIFK17004U - SCIENCE,Environmental Justice,Master, 7.5,2, A,"Across the Globe, people rise up and protest against social injustices and environmental threats. They protest when confronted with environmental ‘bads’ such as polluted or degraded local environments...",Assignment (8h),Pass 100%, 10, 9.29,0.0
NIFK24003U - SCIENCE,"Environmental Sociology, Climate, and Green Transition",Master, 7.5,1, A,"This course introduces students to the key insights, concepts, and debates of environmental sociology, with a particular emphasis on climate change, biodiversity, and other major ecological risks at s...",Assignment,Pass 97.56%, 7, 7.49,2.4399999999999977
NIGK17016U - SCIENCE,Environmental Soil Science,Master, 7.5,2, A,This competence-line course teaches state-of the art research within the field of environmental soil science.The main topic for the course is: Soil functional and structural responses in relation to e...,"Assignment
Oral (20m)",Pass 93.33%, 10, 8.07,6.670000000000002
NPLK19004U - SCIENCE,Enzymology and Experimental Biochemistry,Master, 7.5,2, A,"The course comprises the theoretical and experimental work on enzymes, proteins and peptides in biological matrices. Identification of new industrial enzymes can be based on search for a specific enzy...",Oral (20m),Pass 100%, 12, 10.11,0.0
NBIK15010U - SCIENCE,Epigenetics and Cell Differentiation,Master, 7.5,2, B,"The course does not use a textbook, but rather a selection of articles from the primary literature. Three articles are prepared each week and discussed in groups of ~16 students supervised by one teac...","ITX (4h)
Assignment",Pass 100%, 10, 9,0.0
NGEA04051U - SCIENCE,Etablering af digitale grundkort,Bachelor, 7.5,4, A,"Kurset giver en teoretisk og praktisk indføring i  metoder til etablering af digitale grundkort. Dette omfatter:etablering af en referenceramme, kortprojektion og koordinatsystemopmåling med GNSS-udst...","Assignment
Oral (20m)",Pass 100%, 10, 10,0.0
NIFK16002U - SCIENCE,"Ethics, Environment and Society",Master, 7.5,1, C,"Arguing for the preservation of biodiversity or promoting sustainable development evidently builds on insights from biology and maybe economics, but it is at the core a value-based argument. Environme...",Oral (20m),Pass 86.36%, 7, 6.88,13.64
NIFB14005U - SCIENCE,"EU Law - Environment, Agriculture &amp; Food",Bachelor, 7.5,3, C,"This course is aimed at non-law students with an interest in the role of the EU in relation to environment, agriculture and/or food. The course provides an introduction to basic EU law. This includes ...",Oral (20m),Pass 97.73%, 7, 8.07,2.269999999999996
NNDM24002U - SCIENCE,Evaluering og feedback,Master, 10,3-4, A,Kurset er organiseret i forskellige temaer. Hvert tema berører en overordnet feedback- og evalueringsform samt teoretiske problemstillinger og begreber. Eksempler på feedback- og evalueringsformer der...,Oral (30m),Pass 100%, 12, 10,0.0
LLEK10249U - SCIENCE,"Evidence, Diet and Health",Master, 7.5,1, A,"The focus of the course is how to assess available evidence for a causal relationship between lifestyle factors and diseases with a main focus on diets, foods, macronutrients and non-communicable dise...",Assignment (2d),Pass 100%, 7, 7.7,0.0
NBIK14021U - SCIENCE,Evolutionary Ecology,Master, 7.5,1, B,Mating systems and sexual selection; decision making and the evolution of communication; life histories in animals and microbes; life history traits: genetic variation and phenotypic plasticity; mutua...,"ITX (2h)
Assignment",Pass 100%, 10, 8.33,0.0
NBIA08004U - SCIENCE,Evolutionary Medicine,Master, 7.5,3, C,The course covers the following set of central questions in Evolutionary Medicine:  WHY AND HOW DO PANDEMICS ARISE? How exploring zoonotic origins now and in human history can teach us to be better m...,Oral (25m),Pass 100%, 10, 9.04,0.0
NBIA04038U - SCIENCE,Evolutionsbiologi,Bachelor, 7.5,4, A,I løbet af kurset gennemgås følgende emner:Evolutionsbiologiens betydning: grundlæggende og anvendte aspekterMetoder til beregning af fylogenetiske træerEvolution af det arvelige materialeEvolution af...,Written (4h),Pass 87.97%, 7, 6.18,12.030000000000001
NNEK24004U - SCIENCE,Exercise Metabolism and Regulation of Skeletal Muscle Adaptations,Master, 7.5,3, C,"The course aims at providing the student with in-depth understanding of the adaptation of tissues and organs (muscle, fat, and liver) to physical activity and exercise. This includes morphology, bioge...",Oral (20m),Pass 100%, 10, 10.12,0.0
NFYK16008U - SCIENCE,Exoplanets and Astrobiology,Master, 7.5,3, A,The purpose of the course is to present an understanding of how the complexity of matter has evolved from its simplest forms during Big Bang to the rise of intelligent life that is capable of understa...,Oral (30m),Pass 92.86%, 10, 9,7.140000000000001
NPLK16003U - SCIENCE,Experimental Analytical Chemistry: Method Development and Quality Assurance,Master, 7.5,2, C,The course topics include: An introduction to problem solving in analytical chemistry (method development and quality assurance). Guidelines for method development in analytical chemistry will be pres...,Oral (30m),Pass 93.75%, 10, 9.07,6.25
NPLB22001U - SCIENCE,Experimental Animal Models in Research and Industry,Bachelor, 7.5,2, B,"The course aims to provide a general understanding of why and in what contexts experimental animal models are used in research and industry, and to introduce specific relevant animal models and exampl...",Oral (20m),Pass 90%, 10, 9.33,10.0
NBIK11009U - SCIENCE,Experimental Cell Biology,Master, 15,4, A,The exercises are divided into different cell biology topics and include diverse techniques applied to several types of cells and model organisms. The course includes 6 different exercises that typica...,Continuous Assesment,Pass 100%, N/A, N/A,0.0
NBIK14016U - SCIENCE,Experimental Design and Statistical Methods in Biology (StatBio),Master, 7.5,3, C,The course is intended to give a broad overview of experimental designs and statistical methods in order for students to plan their own experiments and to analyze existing data. Students are recommend...,Continuous Assesment,Pass 100%, N/A, N/A,0.0
NBIK13005U - SCIENCE,Experimental Higher Model Organisms,Master, 7.5,2, A,"Biological research is conducted in a diverse array of organisms, because every experimental approach has its own requirements, and every organism used in research offers the experimenter a unique set...",ITX (3h),Pass 100%, 10, 9.7,0.0
NBIK21002U - SCIENCE,Experimental Marine Biology,Master, 7.5,1, A,The course gives an introduction to modern techniques used in experimental marine biology. The course builds closely on the knowledge obtained from the theoretical course in Marine Biology. The course...,Oral (20m),Pass 100%, 10, 8.71,0.0
NMAK16008U - SCIENCE,Experimental Mathematics (XM),Master, 7.5,2, C,The participants will gain the ability to use computers to formulate and test hypotheses concerning suitable mathematical objects through a systematic search for counterexamples. Key concepts covered ...,Oral (30m),Pass 94.12%, 12, 10.75,5.8799999999999955
NBIK15011U - SCIENCE,Experimental Molecular Genetics,Master, 7.5,1, B,Principles of genetics and genomics at the molecular level will be explored to give students a solid grasp of the genetic approaches used for solving biological and medical problems and the use of gen...,Assignment,Pass 100%, N/A, N/A,0.0
NFYB18001U - SCIENCE,Experimental Physics (EF),Bachelor, 7.5,3, C,This course is a deep dive into experimental physics where students spend the vast majority of their course time in the lab. Students will have individual control and set up of a small number of exper...,"Continuous Assesment
Oral",Pass 100%, N/A, N/A,0.0
LPLK10392U - SCIENCE,Experimental Plant Science,Master, 15,1-2, A,The course provides the opportunity to gain experience in conducting experimental work with the aim of achieving advanced as well as practical insight in plant science. Previously acquired knowledge a...,Oral (30m),Pass 96.15%, 8.5, 7.58,3.8499999999999943
NPLK19002U - SCIENCE,Experimental Soil Analysis,Master, 7.5,1, A,"The course is organised as a serie of experimental soil analysis exercises in the laboratory (”hands on”). Based on the students own experimental data, reports including data treatment will be part of...",Oral (20m),Pass 100%, 10, 8.05,0.0
NFYK13013U - SCIENCE,Experimental X-ray Physics,Master, 7.5,3, C,"X-rays are a remarkable tool in science: 20 Nobel prizes are based on the use of X-rays. With the recent development of synchrotron radiation sources (for Danish users primarily in Hamburg, Grenoble, ...",Oral (30m),Pass 100%, 10, 9.06,0.0
NFOB16000U - SCIENCE,Exploratory Data Analysis / Chemometrics,Bachelor, 7.5,3, A,"In industry and research huge amounts of physical, chemical, sensory and other quality measurements are produced on all sorts of materials, processes and products. Exploratory data analysis / chemomet...","Oral (15m)
Assignment",Pass 100%, 10, 9.09,0.0
NFYB19001U - SCIENCE,Extragalactic Astrophysics (Astro4),Bachelor, 7.5,2, C,"Presentation of basic astrophysical concepts. Quantitative understanding of the correlation between observations and thery. Basic understanding of the structure, formation, evolution and dynamics of g...",Oral (25m),Pass 77.78%, 12, 11,22.22
LFKB10243U - SCIENCE,Fagets videnskabsteori,Bachelor, 7.5,3, B,"De studerende præsenteres for faglige problemstillinger, som bliver anskuet i et etisk og videnskabsteoretisk perspektiv med særligt fokus på spørgsmål, der vedrører bæredygtighed under inddragelse af...",Oral (20m),Pass 90.91%, 7, 7.25,9.090000000000003
NIFB24002U - SCIENCE,Fagets videnskabsteori - landskabsarkitektur,Bachelor, 7.5,1, A,"Kurset er en introduktion til landskabsarkitekturs og bydesigns videnskabsteori.Kurset præsenterer nogle centrale erkendelsesmæssige og værdimæssige antagelser, der ligger til grund for teorier, metod...",Oral (20m),Pass 90.74%, 7, 7.79,9.260000000000005
NIFB13001U - SCIENCE,Fagets videnskabsteori - økonomi,Bachelor, 7.5,3, B,Kurset vil introducere de studerende til at se og forstå miljø- og fødevareøkonomi og de tilhørende videnskabelige discipliner i et alment perspektiv. Den studerende skal på selvstændig vis kunne disk...,Oral (20m),Pass 95.45%, 7, 8.14,4.549999999999997
NDAK22005U - SCIENCE,Fair and Transparent Machine Learning Methods (FTML),Master, 7.5,2, B,"Deploying machine learning models for downstream applications brings with it a wealth of possibilities. However, there is also a non-negligible risk of potential harm if models are not developed caref...","Oral
Assignment",Pass 100%, 10, 9.86,0.0
